YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT SILKING","PROGRESS, 5 YEAR AVG in PCT SILKING","PROGRESS, PREVIOUS YEAR in PCT SILKING","PROGRESS in PCT DOUGH","PROGRESS, 5 YEAR AVG in PCT DOUGH","PROGRESS, PREVIOUS YEAR in PCT DOUGH","PROGRESS in PCT DENTED","PROGRESS, 5 YEAR AVG in PCT DENTED","PROGRESS, PREVIOUS YEAR in PCT DENTED","PROGRESS in PCT MATURE","PROGRESS, 5 YEAR AVG in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED"
1987,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1987-06-28," "," "," "," "," "," ",7,4," "," "," "," "," "," "," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1987-07-05," "," "," "," "," "," ",20,7," "," "," "," "," "," "," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1987-07-12," "," "," "," "," "," ",47,16," "," "," "," "," "," "," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1987-07-19," "," "," "," "," "," ",73,34," ",14,6," "," "," "," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1987-07-26," "," "," "," "," "," ",88,57," ",29,12," "," "," "," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1987-08-02," "," "," "," "," "," ",96,79," ",49,22," ",14,6," "," "," "," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1987-08-09," "," "," "," "," "," "," "," "," ",67,37," ",29,11," ",4,3," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1987-08-16," "," "," "," "," "," "," "," "," ",87,56," ",51,20," ",9,4," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1987-08-23," "," "," "," "," "," "," "," "," ",95,74," ",71,33," ",17,6," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1987-08-30," "," "," "," "," "," "," "," "," "," "," "," ",85,51," ",32,11," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1987-09-06," "," "," "," "," "," "," "," "," "," "," "," ",95,70," ",56,21," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1987-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,39," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1987-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",86,60," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1987-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,78," "," "," "," "
1987,"US TOTAL","  ","  ","   ","WEEK #40",CORN,1987-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,90," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1988-04-10,3,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1988-04-17,6,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1988-04-24,15,9," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1988-05-01,36,24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1988-05-08,70,45," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1988-05-15,88,66," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1988-05-22,95,81," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #24",CORN,1988-06-19," "," "," "," "," "," ",3,3," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #25",CORN,1988-06-26," "," "," "," "," "," ",3,4," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1988-07-03," "," "," "," "," "," ",6,8," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1988-07-10," "," "," "," "," "," ",19,18," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1988-07-17," "," "," "," "," "," ",46,35," "," "," "," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1988-07-24," "," "," "," "," "," ",74,58," ",10,12," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1988-07-31," "," "," "," "," "," ",90,79," ",19,23," "," "," "," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1988-08-07," "," "," "," "," "," ",95,92," ",43,39," ",12,12," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1988-08-14," "," "," "," "," "," ",98,97," ",68,56," ",29,22," "," "," "," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1988-08-21," "," "," "," "," "," "," "," "," ",85,75," ",52,36," ",9,7," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1988-08-28," "," "," "," "," "," "," "," "," ",94,87," ",70,53," ",20,13," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1988-09-04," "," "," "," "," "," "," "," "," "," "," "," ",86,71," ",42,24," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1988-09-11," "," "," "," "," "," "," "," "," "," "," "," ",94,85," ",64,42," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1988-09-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",79,62," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1988-09-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,79," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1988-10-02," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",91,91," "," "," "," "
1988,"US TOTAL","  ","  ","   ","WEEK #40",CORN,1988-10-09," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,97," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1989-04-09,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1989-04-16,3,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1989-04-23,8,11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1989-04-30,25,28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1989-05-07,43,51," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1989-05-14,68,72," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1989-05-21,84,86," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #21",CORN,1989-05-28,89,93," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #22",CORN,1989-06-04,93,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #23",CORN,1989-06-11,96,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #25",CORN,1989-06-25," "," "," "," "," "," ",3,4," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1989-07-02," "," "," "," "," "," ",3,7," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1989-07-09," "," "," "," "," "," ",8,18," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1989-07-16," "," "," "," "," "," ",27,41," "," "," "," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1989-07-23," "," "," "," "," "," ",50,65," ",7,12," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1989-07-30," "," "," "," "," "," ",74,82," ",14,25," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1989-08-06," "," "," "," "," "," ",90,92," ",27,40," "," "," "," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1989-08-13," "," "," "," "," "," ",96,97," ",48,59," ",13,24," "," "," "," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1989-08-20," "," "," "," "," "," "," "," "," ",68,77," ",26,39," ",4,7," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1989-08-27," "," "," "," "," "," "," "," "," ",83,88," ",41,56," ",8,13," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1989-09-03," "," "," "," "," "," "," "," "," ",92,95," ",62,74," ",17,27," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1989-09-10," "," "," "," "," "," "," "," "," "," "," "," ",80,86," ",28,45," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1989-09-17," "," "," "," "," "," "," "," "," "," "," "," ",90,94," ",47,63," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1989-09-24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,78," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1989-10-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,90," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #40",CORN,1989-10-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",92,96," "," "," "," "
1989,"US TOTAL","  ","  ","   ","WEEK #41",CORN,1989-10-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,98," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1990-04-08,2,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1990-04-15,3,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1990-04-22,6,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1990-04-29,21,27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1990-05-06,50,53," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1990-05-13,69,75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1990-05-20,76,88," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #21",CORN,1990-05-27,81,94," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #22",CORN,1990-06-03,88,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #23",CORN,1990-06-10,94,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #24",CORN,1990-06-17,97,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1990-07-01," "," "," "," "," "," ",3,6," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1990-07-08," "," "," "," "," "," ",6,17," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1990-07-15," "," "," "," "," "," ",12,38," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1990-07-22," "," "," "," "," "," ",28,62," "," "," "," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1990-07-29," "," "," "," "," "," ",56,82," ",8,21," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1990-08-05," "," "," "," "," "," ",80,93," ",14,39," "," "," "," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1990-08-12," "," "," "," "," "," ",92,97," ",29,58," ",6,23," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1990-08-19," "," "," "," "," "," "," "," "," ",49,76," ",14,39," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1990-08-26," "," "," "," "," "," "," "," "," ",67,88," ",23,55," "," "," "," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1990-09-02," "," "," "," "," "," "," "," "," ",91,94," ",41,72," ",7,26," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1990-09-09," "," "," "," "," "," "," "," "," ",93,97," ",65,85," ",17,43," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1990-09-16," "," "," "," "," "," "," "," "," "," "," "," ",84,93," ",33,61," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1990-09-23," "," "," "," "," "," "," "," "," "," "," "," ",93,97," ",53,76," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1990-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,87," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #40",CORN,1990-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,94," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #41",CORN,1990-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",93,98," "," "," "," "
1990,"US TOTAL","  ","  ","   ","WEEK #42",CORN,1990-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,99," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1991-04-07,3,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1991-04-14,5,4," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1991-04-21,8,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1991-04-28,16,24," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1991-05-05,32,48," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1991-05-12,51,71," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1991-05-19,78,84," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #21",CORN,1991-05-26,86,91," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #22",CORN,1991-06-02,92,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #23",CORN,1991-06-09,96,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1991-06-30," "," "," "," "," "," ",11,5," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1991-07-07," "," "," "," "," "," ",24,14," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1991-07-14," "," "," "," "," "," ",48,31," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1991-07-21," "," "," "," "," "," ",69,53," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1991-07-28," "," "," "," "," "," ",84,73," ",29,18," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1991-08-04," "," "," "," "," "," ",92,88," ",43,32," "," "," "," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1991-08-11," "," "," "," "," "," "," "," "," ",62,51," ",27,19," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1991-08-18," "," "," "," "," "," "," "," "," ",78,69," ",43,33," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1991-08-25," "," "," "," "," "," "," "," "," ",87,83," ",59,49," "," "," "," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1991-09-01," "," "," "," "," "," "," "," "," "," "," "," ",76,66," ",29,23," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1991-09-08," "," "," "," "," "," "," "," "," "," "," "," ",87,81," ",50,38," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1991-09-15," "," "," "," "," "," "," "," "," "," "," "," ",95,90," ",66,54," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1991-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",83,69," "," "," "," "
1991,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1991-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,80," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1992-04-05,2,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1992-04-12,4,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1992-04-19,9,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1992-04-26,11,17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1992-05-03,28,39," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1992-05-10,71,63," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1992-05-17,91,81," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #21",CORN,1992-05-24,96,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #26",CORN,1992-06-28," "," "," "," "," "," ",3,5," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #27",CORN,1992-07-05," "," "," "," "," "," ",5,11," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #28",CORN,1992-07-12," "," "," "," "," "," ",11,28," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #29",CORN,1992-07-19," "," "," "," "," "," ",30,49," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #30",CORN,1992-07-26," "," "," "," "," "," ",56,71," ",8,18," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #31",CORN,1992-08-02," "," "," "," "," "," ",76,85," ",16,30," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #32",CORN,1992-08-09," "," "," "," "," "," ",89,94," ",30,47," "," "," "," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #33",CORN,1992-08-16," "," "," "," "," "," "," "," "," ",43,67," ",13,31," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #34",CORN,1992-08-23," "," "," "," "," "," "," "," "," ",59,83," ",20,47," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #35",CORN,1992-08-30," "," "," "," "," "," "," "," "," ",71,89," ",30,64," "," "," "," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #36",CORN,1992-09-06," "," "," "," "," "," "," "," "," ",82,95," ",45,79," ",11,35," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #37",CORN,1992-09-13," "," "," "," "," "," "," "," "," ",89,99," ",61,89," ",17,54," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #38",CORN,1992-09-20," "," "," "," "," "," "," "," "," "," "," "," ",76,95," ",28,69," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #39",CORN,1992-09-27," "," "," "," "," "," "," "," "," "," "," "," ",90,98," ",44,82," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #40",CORN,1992-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,91," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #41",CORN,1992-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",82,95," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #42",CORN,1992-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,98," "," "," "," "
1992,"US TOTAL","  ","  ","   ","WEEK #43",CORN,1992-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,99," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #13",CORN,1993-04-04,1,2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #14",CORN,1993-04-11,2,3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #15",CORN,1993-04-18,2,7," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #16",CORN,1993-04-25,4,16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #17",CORN,1993-05-02,9,32," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #18",CORN,1993-05-09,18,59," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #19",CORN,1993-05-16,40,78," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #20",CORN,1993-05-23,71,87," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #21",CORN,1993-05-30,87,92," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #22",CORN,1993-06-06,93,96," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1993,"US TOTAL","  ","  ","   ","WEEK #23",CORN,1993-06-13,96,98," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
